X,Y,INDEX_,ACCNUM,YEAR,DATE,TIME,STREET1,STREET2,OFFSET,ROAD_CLASS,DISTRICT,WARDNUM,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,DIVISION,ObjectId
-8851278.76655618,5428105.94407001,7541976,1286941,2012,2012/04/02 04:00:00+00,555,FINCH AVE W,DRIFTWOOD AVE,,Major Arterial,Etobicoke York,7,43.758245,-79.51239,Mid-Block,,No Control,Clear,"Dawn, artificial",Dry,Fatal,Pedestrian Collisions,Driver,40 to 44,None,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),D31,3305
-8851278.76655618,5428105.94407001,7541977,1286941,2012,2012/04/02 04:00:00+00,555,FINCH AVE W,DRIFTWOOD AVE,,Major Arterial,Etobicoke York,7,43.758245,-79.51239,Mid-Block,,No Control,Clear,"Dawn, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,45 to 49,Fatal,8,North,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),D31,3306
-8831285.67469022,5413383.12771218,7645102,1296056,2012,2012/04/02 04:00:00+00,1010,QUEEN St E,JONES Ave,,Minor Arterial,Toronto and East York,14,43.662644,-79.332789,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,Yes,,,,70,South Riverdale,70,South Riverdale (70),D55,3307
-8831285.67469022,5413383.12771218,7645103,1296056,2012,2012/04/02 04:00:00+00,1010,QUEEN St E,JONES Ave,,Minor Arterial,Toronto and East York,14,43.662644,-79.332789,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,,,,,,,Yes,,Yes,,,,,,,Yes,,,,70,South Riverdale,70,South Riverdale (70),D55,3308
-8831285.67469022,5413383.12771218,7645104,1296056,2012,2012/04/02 04:00:00+00,1010,QUEEN St E,JONES Ave,,Minor Arterial,Toronto and East York,14,43.662644,-79.332789,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,,North,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,70,South Riverdale,70,South Riverdale (70),D55,3309
-8842072.64466757,5413321.72978764,7559382,1296775,2012,2012/04/05 04:00:00+00,1815,DOVERCOURT RD,NORTHUMBERLAND ST,,Minor Arterial,Toronto and East York,9,43.662245,-79.42969,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,,South,"Automobile, Station Wagon",Reversing,Other,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),D14,3310
-8842072.64466757,5413321.72978764,7559383,1296775,2012,2012/04/05 04:00:00+00,1815,DOVERCOURT RD,NORTHUMBERLAND ST,,Minor Arterial,Toronto and East York,9,43.662245,-79.42969,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,,East,Other,,,,Vehicle is reversing and hits pedestrian,Other,Normal,,,,Yes,,Yes,,,,,,,,,,,172,Dovercourt Village,93,Dovercourt-Wallace Emerson-Junction (93),D14,3311
-8840369.45645844,5430726.45276655,7514455,1297568,2012,2012/04/10 04:00:00+00,1435,YONGE ST,NORTHTOWN WAY,,Major Arterial,North York,18,43.775245,-79.41439,Intersection,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,151,Yonge-Doris,51,Willowdale East (51),D32,3312
-8840369.45645844,5430726.45276655,7514456,1297568,2012,2012/04/10 04:00:00+00,1435,YONGE ST,NORTHTOWN WAY,,Major Arterial,North York,18,43.775245,-79.41439,Intersection,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,,East,Other,,,,Pedestrian hit at mid-block,Running onto Roadway,Normal,,,,Yes,,Yes,,,,,,,,,,,151,Yonge-Doris,51,Willowdale East (51),D32,3313
-8826328.39512621,5431964.97937665,7850558,1369884,2013,2013/08/12 04:00:00+00,745,KENNEDY RD,SHEPPARD Ave E,,Major Arterial,Scarborough,22,43.783278,-79.288257,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,,West,Other,,,,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Normal,,,,Yes,,Yes,,,,,,,,,,,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),D42,3314
-8849531.2731897,5405631.13474909,7524236,1336008,2012,2012/11/29 05:00:00+00,1830,ROYAL YORK RD,MIMICO AVE,,Minor Arterial,Etobicoke York,3,43.612246,-79.496692,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,10 to 14,Major,,East,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,,,160,Mimico-Queensway,17,Mimico (includes Humber Bay Shores) (17),D22,3315
-8843565.77299758,5430573.98041365,7850717,1369968,2013,2013/08/12 04:00:00+00,2055,BATHURST ST,FINCH AVE W,,Major Arterial,North York,618,43.774256,-79.443103,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,,,,,36,Newtonbrook West,36,Newtonbrook West (36),D32,3316
-8837731.07320715,5416030.08941456,7775215,1335553,2013,2013/01/15 05:00:00+00,1438,YONGE ST,MARLBOROUGH AVE,,Major Arterial,Toronto and East York,11,43.679843,-79.390689,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Driver,50 to 54,None,,East,"Automobile, Station Wagon",Turning Left,Improper Turn,Inattentive,,,,,,,Yes,,Yes,,,,,Yes,,,,,,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),D53,3317
-8832120.68219065,5420402.87766221,7531192,1336399,2012,2012/12/01 05:00:00+00,2027,OVERLEA BLVD,WILLIAM MORGAN DR,,Major Arterial,North York,15,43.708245,-79.34029,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,55,Thorncliffe Park,55,Thorncliffe Park (55),D53,3318
-8829103.92399016,5436555.90209486,6806161,1266689,2011,2011/11/29 05:00:00+00,1635,BIRCHMOUNT RD,BESWICK PARK  CRT,,Major Arterial,Scarborough,22,43.813045,-79.31319,Intersection,,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,,West,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Inattentive,,,,Yes,,Yes,,,,,,,,,,,116,Steeles,116,Steeles (116),D42,3319
-8845690.52811836,5418062.4193347,7401170,1288324,2012,2012/04/11 04:00:00+00,1048,EGLINTON AVE W,CALEDONIA RD,,Major Arterial,North York,89,43.693045,-79.46219,Intersection,,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Wheelchair,75 to 79,Major,,North,Other,,,,Vehicle turns right while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,,,Yes,,,,,Yes,,,,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108),D13,3320
-8838610.6085039,5416015.00486262,7454657,1310920,2012,2012/07/11 04:00:00+00,1615,AVENUE RD,COTTINGHAM ST,,Major Arterial,Toronto and East York,12,43.679745,-79.39859,Mid-Block,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,97,Yonge-St.Clair,97,Yonge-St.Clair (97),D53,3321
-8843565.77299758,5430573.98041365,7850718,1369968,2013,2013/08/12 04:00:00+00,2055,BATHURST ST,FINCH AVE W,,Major Arterial,North York,618,43.774256,-79.443103,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,36,Newtonbrook West,36,Newtonbrook West (36),D32,3322
-8836005.73241934,5434288.45583723,7857413,1372876,2013,2013/06/21 04:00:00+00,1535,PINEWAY BLVD,BERNICK RD,,Local,North York,17,43.798345,-79.37519,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,10 to 14,Major,,Unknown,Other,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,49,Bayview Woods-Steeles,49,Bayview Woods-Steeles (49),D33,3323
-8837731.07320715,5416030.08941456,7775216,1335553,2013,2013/01/15 05:00:00+00,1438,YONGE ST,MARLBOROUGH AVE,,Major Arterial,Toronto and East York,11,43.679843,-79.390689,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,3,West,,,,,Vehicle turns left while ped crosses without ROW at inter.,Crossing without right of way,Inattentive,,,,Yes,,Yes,,,,,Yes,,,,,,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),D53,3324
-8848518.0431845,5426780.55855607,6704840,1266690,2011,2011/11/29 05:00:00+00,1746,DOVEHOUSE AVE,KEELE ST,,Major Arterial,North York,6,43.749645,-79.48759,Intersection,,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,,,,,,,Yes,,Yes,,,,,,,Yes,,,,27,York University Heights,27,York University Heights (27),D31,3325
-8848518.0431845,5426780.55855607,6704841,1266690,2011,2011/11/29 05:00:00+00,1746,DOVEHOUSE AVE,KEELE ST,,Major Arterial,North York,6,43.749645,-79.48759,Intersection,,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,,South,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,27,York University Heights,27,York University Heights (27),D31,3326
-8822200.77972708,5440188.68119795,6710543,1269088,2011,2011/11/29 05:00:00+00,1900,STEELES AVE E,MARKHAM RD,,Major Arterial,Scarborough,23,43.836589,-79.251178,Intersection,At Intersection,Traffic Signal,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,,East,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Unknown,,,,,,,Yes,,Yes,,,,,,,Yes,,,,144,Morningside Heights,131,Rouge (131),D42,3327
-8822200.77972708,5440188.68119795,6710544,1269088,2011,2011/11/29 05:00:00+00,1900,STEELES AVE E,MARKHAM RD,,Major Arterial,Scarborough,23,43.836589,-79.251178,Intersection,At Intersection,Traffic Signal,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,,North,Other,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,144,Morningside Heights,131,Rouge (131),D42,3328
-8850299.1550372,5419463.54349834,6705544,1266990,2011,2011/12/01 05:00:00+00,102,JANE ST,ELLIS AVE,,Major Arterial,Etobicoke York,5,43.702145,-79.50359,Intersection,,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Driver,45 to 49,None,,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),D12,3329
-8850299.1550372,5419463.54349834,6705545,1266990,2011,2011/12/01 05:00:00+00,102,JANE ST,ELLIS AVE,,Major Arterial,Etobicoke York,5,43.702145,-79.50359,Intersection,,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,50 to 54,Fatal,32,Unknown,Other,,,,Other / Undefined,Other,Unknown,,,,Yes,,Yes,,,,,,,,,,,30,Brookhaven-Amesbury,30,Brookhaven-Amesbury (30),D12,3330
-8828447.13899448,5425701.89697678,6806193,1267274,2011,2011/12/02 05:00:00+00,1830,LAWRENCE AVE E,TOWNLEY AVE,,Major Arterial,Scarborough,21,43.742645,-79.30729,Intersection,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,,,,,119,Wexford/Maryvale,119,Wexford/Maryvale (119),D41,3331
-8828447.13899448,5425701.89697678,6806194,1267274,2011,2011/12/02 05:00:00+00,1830,LAWRENCE AVE E,TOWNLEY AVE,,Major Arterial,Scarborough,21,43.742645,-79.30729,Intersection,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Pedestrian Collisions,Driver,65 to 69,None,,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,,,,,,,Yes,,Yes,,,,,,,,,,,119,Wexford/Maryvale,119,Wexford/Maryvale (119),D41,3332
-8828447.13899448,5425701.89697678,6806195,1267274,2011,2011/12/02 05:00:00+00,1830,LAWRENCE AVE E,TOWNLEY AVE,,Major Arterial,Scarborough,21,43.742645,-79.30729,Intersection,At Intersection,No Control,Clear,"Dusk, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,65 to 69,Fatal,33,South,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,119,Wexford/Maryvale,119,Wexford/Maryvale (119),D41,3333
-8836718.17716042,5414106.54601776,6807439,1277349,2011,2011/12/04 05:00:00+00,1620,CHURCH ST,GLOUCESTER ST,,Minor Arterial,Toronto and East York,13,43.667345,-79.38159,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,167,Church-Wellesley,75,Church-Yonge Corridor (75),D51,3334
-8832120.68219065,5420402.87766221,7531193,1336399,2012,2012/12/01 05:00:00+00,2027,OVERLEA BLVD,WILLIAM MORGAN DR,,Major Arterial,North York,15,43.708245,-79.34029,Mid-Block,,No Control,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,,South,Other,,,,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Normal,,,,Yes,,Yes,,,,,,,,,,,55,Thorncliffe Park,55,Thorncliffe Park (55),D53,3335
-8836718.17716042,5414106.54601776,6807440,1277349,2011,2011/12/04 05:00:00+00,1620,CHURCH ST,GLOUCESTER ST,,Minor Arterial,Toronto and East York,13,43.667345,-79.38159,Intersection,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,,East,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,"Crossing, no Traffic Control",Unknown,,,,Yes,,Yes,,,,,,,,,,,167,Church-Wellesley,75,Church-Yonge Corridor (75),D51,3336
-8822424.75454256,5424607.95477682,6725937,1279443,2011,2011/12/04 05:00:00+00,2210,EGLINTON AVE E,FALMOUTH AVE,,Major Arterial,Scarborough,2120,43.735545,-79.25319,Intersection,,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,,,,,,,Yes,,Yes,,,,,,,,,,,124,Kennedy Park,124,Kennedy Park (124),D41,3337
-8822424.75454256,5424607.95477682,6725938,1279443,2011,2011/12/04 05:00:00+00,2210,EGLINTON AVE E,FALMOUTH AVE,,Major Arterial,Scarborough,2120,43.735545,-79.25319,Intersection,,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Major,,North,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,Crossing without right of way,Inattentive,,,,Yes,,Yes,,,,,,,,,,,124,Kennedy Park,124,Kennedy Park (124),D41,3338
-8842896.40889944,5433332.28522024,6724621,1277511,2011,2011/12/05 05:00:00+00,1527,PECKHAM AVE,CRISPIN CRES,,Local,North York,18,43.792145,-79.43709,Intersection,At Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,,,,,36,Newtonbrook West,36,Newtonbrook West (36),D32,3339
-8842896.40889944,5433332.28522024,6724622,1277511,2011,2011/12/05 05:00:00+00,1527,PECKHAM AVE,CRISPIN CRES,,Local,North York,18,43.792145,-79.43709,Intersection,At Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,None,,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,36,Newtonbrook West,36,Newtonbrook West (36),D32,3340
-8842896.40889944,5433332.28522024,6724623,1277511,2011,2011/12/05 05:00:00+00,1527,PECKHAM AVE,CRISPIN CRES,,Local,North York,18,43.792145,-79.43709,Intersection,At Intersection,No Control,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,5 to 9,Major,,East,Other,,,,Vehicle is going straight thru inter.while ped cross without ROW,Running onto Roadway,Normal,,,,Yes,,Yes,,,,,,,,,,,36,Newtonbrook West,36,Newtonbrook West (36),D32,3341
-8824406.24147868,5436231.94703559,6725271,1278387,2011,2011/12/05 05:00:00+00,1830,BRIMWOOD BLVD,SANDHURST CRCL,,Collector,Scarborough,23,43.810945,-79.27099,Intersection,,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,Yes,,,,129,Agincourt North,129,Agincourt North (129),D42,3342
-8824406.24147868,5436231.94703559,6725272,1278387,2011,2011/12/05 05:00:00+00,1830,BRIMWOOD BLVD,SANDHURST CRCL,,Collector,Scarborough,23,43.810945,-79.27099,Intersection,,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,,,,,,,Yes,,Yes,,,,,,,Yes,,,,129,Agincourt North,129,Agincourt North (129),D42,3343
-8824406.24147868,5436231.94703559,6725273,1278387,2011,2011/12/05 05:00:00+00,1830,BRIMWOOD BLVD,SANDHURST CRCL,,Collector,Scarborough,23,43.810945,-79.27099,Intersection,,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,,South,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,129,Agincourt North,129,Agincourt North (129),D42,3344
-8830194.85499993,5430726.45276655,6915792,1268173,2011,2011/12/08 05:00:00+00,1954,SHEPPARD AVE E,VICTORIA PARK AVE,,Major Arterial,North York,1722,43.775245,-79.32299,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,,,,Yes,,,,,,,,118,Tam O'Shanter-Sullivan,117,L'Amoreaux (117),D42,3345
-8830194.85499993,5430726.45276655,6915793,1268173,2011,2011/12/08 05:00:00+00,1954,SHEPPARD AVE E,VICTORIA PARK AVE,,Major Arterial,North York,1722,43.775245,-79.32299,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,None,,South,Municipal Transit Bus (TTC),Turning Right,Driving Properly,Normal,,,,,,,Yes,,,,,Yes,,,,,,,,118,Tam O'Shanter-Sullivan,117,L'Amoreaux (117),D42,3346
-8830194.85499993,5430726.45276655,6915794,1268173,2011,2011/12/08 05:00:00+00,1954,SHEPPARD AVE E,VICTORIA PARK AVE,,Major Arterial,North York,1722,43.775245,-79.32299,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,,South,Other,,,,Pedestrian involved in a collision with transit vehicle anywhere along roadway,Crossing without right of way,Unknown,,,,Yes,,,,,Yes,,,,,,,,118,Tam O'Shanter-Sullivan,117,L'Amoreaux (117),D42,3347
-8833233.87709859,5418093.21098719,6723135,1276036,2011,2011/12/10 05:00:00+00,1533,O CONNOR DR,PAPE AVE,,Major Arterial,Toronto and East York,14,43.693245,-79.35029,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,,,,,,,Yes,,Yes,,,,,,,Yes,,,,58,Old East York,58,Old East York (58),D55,3348
-8833233.87709859,5418093.21098719,6723136,1276036,2011,2011/12/10 05:00:00+00,1533,O CONNOR DR,PAPE AVE,,Major Arterial,Toronto and East York,14,43.693245,-79.35029,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Minimal,,East,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,58,Old East York,58,Old East York (58),D55,3349
-8833233.87709859,5418093.21098719,6723137,1276036,2011,2011/12/10 05:00:00+00,1533,O CONNOR DR,PAPE AVE,,Major Arterial,Toronto and East York,14,43.693245,-79.35029,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,,East,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,,,,58,Old East York,58,Old East York (58),D55,3350
-8838677.40019838,5412336.9566824,6725375,1278436,2011,2011/12/10 05:00:00+00,1622,SPADINA AVE,NASSAU ST,,Major Arterial,Toronto and East York,11,43.655845,-79.39919,Intersection,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Vehicle Owner,unknown,,,,Other,,,,,,,,,,Yes,,Yes,,,,,,,,,,,78,Kensington-Chinatown,78,Kensington-Chinatown (78),D52,3351
-8838677.40019838,5412336.9566824,6725376,1278436,2011,2011/12/10 05:00:00+00,1622,SPADINA AVE,NASSAU ST,,Major Arterial,Toronto and East York,11,43.655845,-79.39919,Intersection,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,,,,,,,Yes,,Yes,,,,,,,,,,,78,Kensington-Chinatown,78,Kensington-Chinatown (78),D52,3352
-8838677.40019838,5412336.9566824,6725377,1278436,2011,2011/12/10 05:00:00+00,1622,SPADINA AVE,NASSAU ST,,Major Arterial,Toronto and East York,11,43.655845,-79.39919,Intersection,,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,15 to 19,Major,,East,Other,,,,Pedestrian hit at mid-block,Running onto Roadway,Inattentive,,,,Yes,,Yes,,,,,,,,,,,78,Kensington-Chinatown,78,Kensington-Chinatown (78),D52,3353
-8833489.91192741,5413814.00182046,7644966,1278438,2011,2011/12/10 05:00:00+00,2252,BROADVIEW AVE,GERRARD ST E,,Minor Arterial,Toronto and East York,14,43.665444,-79.35259,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal,,,,,,,Yes,,Yes,,,,,,,Yes,Yes,,,70,South Riverdale,70,South Riverdale (70),D55,3354
-8833489.91192741,5413814.00182046,7644967,1278438,2011,2011/12/10 05:00:00+00,2252,BROADVIEW AVE,GERRARD ST E,,Minor Arterial,Toronto and East York,14,43.665444,-79.35259,Intersection,At Intersection,Traffic Signal,Clear,Dark,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,20 to 24,Major,,East,Other,,,,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,,,,Yes,,Yes,,,,,,,Yes,Yes,,,70,South Riverdale,70,South Riverdale (70),D55,3355
-8822200.77972708,5440188.68119795,6726236,1279732,2011,2011/12/15 05:00:00+00,711,STEELES AVE E,MARKHAM RD,,Major Arterial,Scarborough,23,43.836589,-79.251178,Intersection,,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,None,,West,Municipal Transit Bus (TTC),Turning Left,Failed to Yield Right of Way,Unknown,,,,,,,Yes,,,,,Yes,,,,Yes,,,,144,Morningside Heights,131,Rouge (131),D42,3356
-8822200.77972708,5440188.68119795,6726237,1279732,2011,2011/12/15 05:00:00+00,711,STEELES AVE E,MARKHAM RD,,Major Arterial,Scarborough,23,43.836589,-79.251178,Intersection,,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,,West,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,,,,Yes,,,,Yes,,,,144,Morningside Heights,131,Rouge (131),D42,3357
-8832721.80744094,5431404.82342781,6806449,1270054,2011,2011/12/15 05:00:00+00,1503,FAIRVIEW MALL DR,GODSTONE RD,,Minor Arterial,North York,17,43.779645,-79.34569,Intersection,,Traffic Signal,Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,,North,Other,,,,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,,,,Yes,,,,Yes,,,,,Yes,,,,47,Don Valley Village,47,Don Valley Village (47),D33,3358
